Id,Target,CellLine
48899_699_H1_2,25 0 21,NIH 3T3
31231_405_A1_1,11 2,A-431
31231_405_A1_2,11 2,A-431
31231_402_A1_1,11 2,U-2 OS
31231_402_A1_2,11 2,U-2 OS
31234_1476_E3_1,11 2,A549
31234_1476_E3_2,11 2,A549
31234_1483_D8_1,11 2,MCF7
31234_1483_D8_2,11 2,MCF7
31234_1457_D8_6,11 2,U-2 OS
31234_1457_D8_7,11 2,U-2 OS
37483_406_A12_1,5 0,A-431
37483_406_A12_2,5 0,A-431
37483_403_A12_1,5 0,U-2 OS
37483_403_A12_2,5 0,U-2 OS
37483_408_A12_1,5 0,U-251 MG
37483_408_A12_2,5 0,U-251 MG
37484_540_B5_1,5 0,A-431
37484_540_B5_2,5 0,A-431
37484_537_B5_1,5 0,U-2 OS
37484_537_B5_2,5 0,U-2 OS
37484_553_B5_1,5 0,U-251 MG
37484_553_B5_2,5 0,U-251 MG
20091_178_A6_2,25,A-431
20091_178_A6_1,25,A-431
20091_247_A6_1,25,U-2 OS
20091_247_A6_2,25,U-2 OS
20091_177_A6_1,25,U-251 MG
20091_177_A6_2,25,U-251 MG
20682_618_E8_1,25,A-431
20682_618_E8_2,25,A-431
20682_614_E8_1,25,U-2 OS
20682_614_E8_2,25,U-2 OS
20682_611_E8_1,25,U-251 MG
20682_611_E8_2,25,U-251 MG
20992_190_H9_1,25 0,A-431
20992_190_H9_2,25 0,A-431
20992_191_H9_1,25 0,U-2 OS
20992_191_H9_2,25 0,U-2 OS
20992_189_H9_1,25 0,U-251 MG
20992_189_H9_2,25 0,U-251 MG
17129_618_F1_1,25 7,A-431
17129_618_F1_2,25 7,A-431
17129_614_F1_7,25 7,U-2 OS
17129_614_F1_8,25 7,U-2 OS
40863_748_H1_1,25 7,A-431
40863_748_H1_2,25 7,A-431
40863_896_H1_1,25 7,PC-3
40863_896_H1_2,25 7,PC-3
40863_728_H1_1,25 7,U-2 OS
40863_728_H1_2,25 7,U-2 OS
40863_687_D2_1,25 7,NIH 3T3
40863_687_D2_2,25 7,NIH 3T3
43410_748_G5_1,25 7,A-431
43410_748_G5_2,25 7,A-431
43410_896_G5_1,25 7,PC-3
43410_896_G5_2,25 7,PC-3
43410_728_G5_3,25 7,U-2 OS
43410_728_G5_4,25 7,U-2 OS
43410_701_E4_1,25 7,NIH 3T3
43410_701_E4_2,25 7,NIH 3T3
37001_430_G12_2,25 0,U-251 MG
37001_430_G12_3,25 0,U-251 MG
1368_1030_D5_1,21,CACO-2
1368_1030_D5_2,21,CACO-2
1368_1735_G7_1,21,SH-SY5Y
1368_1735_G7_2,21,SH-SY5Y
22144_285_G3_1,25 7 4,A-431
22144_285_G3_2,25 7 4,A-431
22144_284_G3_2,25 7 4,U-251 MG
22144_284_G3_1,25 7 4,U-251 MG
5743_8_C4_1,14,A-431
5743_8_C4_2,14,A-431
5743_7_C4_1,14,U-2 OS
5743_7_C4_2,14,U-2 OS
5743_9_C4_1,14,U-251 MG
5743_9_C4_2,14,U-251 MG
22494_621_A11_5,25 13 21,A-431
22494_621_A11_6,25 13 21,A-431
22494_615_A11_1,25 13 21,U-2 OS
22494_615_A11_2,25 13 21,U-2 OS
22494_612_A11_1,25 13 21,U-251 MG
22494_612_A11_2,25 13 21,U-251 MG
18548_990_F8_1,25 0,A549
18548_990_F8_2,25 0,A549
18548_992_D10_1,25 0,U-251 MG
18548_992_D10_2,25 0,U-251 MG
69955_1551_G2_1,0 21,A-431
69955_1551_G2_3,0 21,A-431
69955_1582_A6_6,0 21,HaCaT
69955_1582_A6_7,0 21,HaCaT
37011_424_E7_1,6,A-431
37011_424_E7_2,6,A-431
37011_418_E7_1,6,U-2 OS
37011_418_E7_2,6,U-2 OS
37011_429_E7_1,6,U-251 MG
37011_429_E7_3,6,U-251 MG
42830_547_A11_1,0 8,A-431
42830_547_A11_2,0 8,A-431
42830_532_A11_2,0 8,U-2 OS
42830_532_A11_3,0 8,U-2 OS
42830_496_A11_1,0 8,U-251 MG
42830_496_A11_2,0 8,U-251 MG
36726_423_D11_1,25 0,A-431
36726_423_D11_2,25 0,A-431
36726_422_D11_1,25 0,U-2 OS
36726_422_D11_2,25 0,U-2 OS
36726_426_D11_1,25 0,U-251 MG
36726_426_D11_2,25 0,U-251 MG
30104_405_B5_1,23,A-431
30104_405_B5_2,23,A-431
30104_402_B5_1,23,U-2 OS
30104_402_B5_2,23,U-2 OS
30104_409_B5_1,23,U-251 MG
30104_409_B5_2,23,U-251 MG
63777_1395_B1_4,13,RT4
63777_1395_B1_5,13,RT4
63777_1201_E12_6,13,U-2 OS
63777_1201_E12_8,13,U-2 OS
38255_415_D4_1,25 7 0,A-431
38255_415_D4_4,25 7 0,A-431
38255_411_D4_1,25 7 0,U-2 OS
38255_411_D4_2,25 7 0,U-2 OS
38255_416_D4_1,25 7 0,U-251 MG
38255_416_D4_2,25 7 0,U-251 MG
71581_1576_H10_4,7,HaCaT
71581_1576_H10_5,7,HaCaT
71581_1592_F3_2,7,MCF7
71581_1592_F3_4,7,MCF7
71581_1359_A9_3,7,U-2 OS
71581_1359_A9_4,7,U-2 OS
23151_237_F5_1,2,A-431
23151_237_F5_2,2,A-431
23151_268_F5_1,2,U-2 OS
23151_268_F5_2,2,U-2 OS
24400_285_H5_1,25 21,A-431
24400_285_H5_2,25 21,A-431
24400_286_H5_1,25 21,U-2 OS
24400_286_H5_3,25 21,U-2 OS
24400_284_H5_1,25 21,U-251 MG
24400_284_H5_2,25 21,U-251 MG
38529_436_A7_1,0,A-431
38529_436_A7_2,0,A-431
38529_442_A7_1,0,U-2 OS
38529_442_A7_2,0,U-2 OS
38529_521_A7_2,0,U-251 MG
38529_521_A7_3,0,U-251 MG
38151_443_G10_1,7,U-2 OS
38151_443_G10_2,7,U-2 OS
38151_431_G10_1,7,U-251 MG
38151_431_G10_2,7,U-251 MG
38152_563_C11_1,7,A-431
38152_563_C11_2,7,A-431
38152_566_C11_1,7,U-2 OS
38152_566_C11_3,7,U-2 OS
38152_569_C11_1,7,U-251 MG
38152_569_C11_2,7,U-251 MG
1765_1124_D10_1,23,HEK 293
1765_1124_D10_2,23,HEK 293
243_14_A3_1,23,A-431
243_14_A3_2,23,A-431
243_13_A3_1,23,U-2 OS
243_13_A3_2,23,U-2 OS
243_16_A3_1,23,U-251 MG
243_16_A3_2,23,U-251 MG
53663_865_C12_1,2,HEK 293
53663_865_C12_2,2,HEK 293
53663_986_G5_2,2,PC-3
53663_986_G5_3,2,PC-3
53663_832_G5_1,2,U-2 OS
53663_832_G5_2,2,U-2 OS
54913_881_H1_1,2,HeLa
54913_881_H1_2,2,HeLa
54913_1203_D4_4,2,PC-3
54913_1203_D4_5,2,PC-3
54913_874_H1_1,2,U-2 OS
54913_874_H1_2,2,U-2 OS
54913_927_F9_1,2,NIH 3T3
54913_927_F9_2,2,NIH 3T3
6777_8_D3_1,25 21,A-431
6777_8_D3_2,25 21,A-431
6777_7_D3_1,25 21,U-2 OS
6777_7_D3_2,25 21,U-2 OS
6777_9_D3_1,25 21,U-251 MG
6777_9_D3_2,25 21,U-251 MG
7222_8_B4_1,25 21,A-431
7222_8_B4_2,25 21,A-431
7222_7_B4_1,25 21,U-2 OS
7222_7_B4_2,25 21,U-2 OS
7222_9_B4_1,25 21,U-251 MG
7222_9_B4_2,25 21,U-251 MG
11495_638_A3_1,18,A-431
11495_638_A3_3,18,A-431
11495_637_A3_1,18,U-2 OS
11495_637_A3_2,18,U-2 OS
11495_636_A3_1,18,U-251 MG
11495_636_A3_2,18,U-251 MG
99_618_F12_1,22 4 21,A-431
99_618_F12_2,22 4 21,A-431
99_614_F12_2,22 4 21,U-2 OS
99_614_F12_3,22 4 21,U-2 OS
99_611_F12_1,22 4 21,U-251 MG
99_611_F12_2,22 4 21,U-251 MG
46519_1592_H10_1,22 4 21,MCF7
46519_1592_H10_2,22 4 21,MCF7
46519_726_E1_1,22 4 21,U-2 OS
46519_726_E1_2,22 4 21,U-2 OS
46519_698_B8_1,22 4 21,NIH 3T3
46519_698_B8_2,22 4 21,NIH 3T3
25071_261_E8_1,0,A-431
25071_261_E8_2,0,A-431
25071_226_E8_1,0,U-2 OS
25071_226_E8_2,0,U-2 OS
25071_224_E8_1,0,U-251 MG
25071_224_E8_2,0,U-251 MG
49198_798_E6_2,7 0,A-431
49198_798_E6_3,7 0,A-431
49198_860_B10_1,7 0,U-2 OS
49198_860_B10_2,7 0,U-2 OS
49198_791_E6_1,7 0,U-251 MG
49198_791_E6_2,7 0,U-251 MG
42744_474_F6_5,25 3 0,A-431
42744_474_F6_6,25 3 0,A-431
42744_480_F6_1,25 3 0,U-2 OS
42744_480_F6_2,25 3 0,U-2 OS
42744_510_F6_1,25 3 0,U-251 MG
42744_510_F6_2,25 3 0,U-251 MG
28911_319_D2_1,14 0,A-431
28911_319_D2_2,14 0,A-431
28911_860_F3_1,14 0,U-2 OS
28911_860_F3_2,14 0,U-2 OS
28911_340_D2_2,14 0,U-251 MG
28911_340_D2_3,14 0,U-251 MG
28911_692_A1_4,14 0,NIH 3T3
28911_692_A1_5,14 0,NIH 3T3
37362_441_G1_1,0,A-431
37362_441_G1_2,0,A-431
37362_432_G1_1,0,U-2 OS
37362_432_G1_2,0,U-2 OS
37362_430_G1_1,0,U-251 MG
37362_430_G1_2,0,U-251 MG
41290_813_D4_1,0,A-431
41290_813_D4_2,0,A-431
41290_758_D4_1,0,U-2 OS
41290_758_D4_2,0,U-2 OS
41290_754_D4_3,0,U-251 MG
41290_754_D4_5,0,U-251 MG
41290_901_E5_1,0,NIH 3T3
41290_901_E5_3,0,NIH 3T3
41290_si18_E4_1,0,U-2 OS
41290_si18_E4_2,0,U-2 OS
41290_si18_E6_2,0,U-2 OS
41290_si18_E6_3,0,U-2 OS
41164_413_G4_1,26 0,A-431
41164_413_G4_2,26 0,A-431
41164_417_G4_1,26 0,U-2 OS
41164_417_G4_2,26 0,U-2 OS
41164_420_G4_2,26 0,U-251 MG
41164_420_G4_3,26 0,U-251 MG
43038_1639_D10_1,26 0,HEK 293
43038_1639_D10_2,26 0,HEK 293
43038_1606_H8_3,26 0,SiHa
43038_1606_H8_5,26 0,SiHa
43038_1614_H8_1,26 0,U-2 OS
43038_1614_H8_2,26 0,U-2 OS
64664_1202_C3_3,25,SH-SY5Y
64664_1202_C3_5,25,SH-SY5Y
64664_1164_C5_2,25,SiHa
64664_1164_C5_3,25,SiHa
64664_1174_C5_1,25,U-2 OS
64664_1174_C5_4,25,U-2 OS
28364_672_E7_1,22 7 21,A-431
28364_672_E7_2,22 7 21,A-431
28364_646_E7_1,22 7 21,U-251 MG
28364_646_E7_2,22 7 21,U-251 MG
35935_406_B3_1,25,A-431
35935_406_B3_2,25,A-431
35935_403_B3_1,25,U-2 OS
35935_403_B3_2,25,U-2 OS
35935_408_B3_1,25,U-251 MG
35935_408_B3_2,25,U-251 MG
35936_563_G3_2,25,A-431
35936_563_G3_3,25,A-431
35936_566_G3_5,25,U-2 OS
35936_566_G3_7,25,U-2 OS
35936_569_G3_2,25,U-251 MG
35936_569_G3_3,25,U-251 MG
5923_63_D9_1,25 7,A-431
5923_63_D9_2,25 7,A-431
5923_62_D9_1,25 7,U-2 OS
5923_62_D9_2,25 7,U-2 OS
5923_93_D9_1,25 7,U-251 MG
5923_93_D9_2,25 7,U-251 MG
36949_570_B5_1,12 25,A-431
36949_570_B5_2,12 25,A-431
36949_565_B5_1,12 25,U-2 OS
36949_565_B5_2,12 25,U-2 OS
36949_584_B5_1,12 25,U-251 MG
36949_584_B5_3,12 25,U-251 MG
36950_407_C9_2,12 25,A-431
36950_407_C9_3,12 25,A-431
36950_410_C9_1,12 25,U-2 OS
36950_410_C9_2,12 25,U-2 OS
36950_404_C9_1,12 25,U-251 MG
36950_404_C9_3,12 25,U-251 MG
6782_19_H11_1,2,A-431
6782_19_H11_2,2,A-431
6782_17_H11_1,2,U-2 OS
6782_17_H11_2,2,U-2 OS
6782_18_H11_1,2,U-251 MG
6782_18_H11_2,2,U-251 MG
44700_527_G3_2,25,A-431
44700_527_G3_3,25,A-431
44700_529_G3_1,25,U-2 OS
44700_529_G3_2,25,U-2 OS
44700_522_G3_1,25,U-251 MG
44700_522_G3_2,25,U-251 MG
20836_618_A10_8,25 0,A-431
20836_618_A10_9,25 0,A-431
20836_614_A10_1,25 0,U-2 OS
20836_614_A10_3,25 0,U-2 OS
20836_611_A10_1,25 0,U-251 MG
20836_611_A10_2,25 0,U-251 MG
46947_589_C3_1,11,A-431
46947_589_C3_2,11,A-431
46947_573_C3_3,11,U-2 OS
46947_573_C3_4,11,U-2 OS
46947_709_C3_3,11,U-251 MG
46947_709_C3_6,11,U-251 MG
12443_617_D6_2,12 13 21,A-431
12443_617_D6_3,12 13 21,A-431
12443_613_D6_1,12 13 21,U-2 OS
12443_613_D6_2,12 13 21,U-2 OS
12443_610_D6_2,12 13 21,U-251 MG
12443_610_D6_3,12 13 21,U-251 MG
52410_785_F2_1,0,HeLa
52410_785_F2_2,0,HeLa
52410_868_H10_1,0,MCF7
52410_868_H10_2,0,MCF7
52410_783_F2_1,0,U-2 OS
52410_783_F2_2,0,U-2 OS
52410_925_E2_1,0,NIH 3T3
52410_925_E2_3,0,NIH 3T3
52410_si22_C1_31,0,U-2 OS
52410_si22_C1_32,0,U-2 OS
52410_si22_C1_36,0,U-2 OS
52410_si22_C3_29,0,U-2 OS
52410_si22_C3_31,0,U-2 OS
52410_si22_C3_35,0,U-2 OS
1628_1421_A3_2,1,RT4
1628_1421_A3_3,1,RT4
1628_1219_B8_1,1,SH-SY5Y
1628_1219_B8_2,1,SH-SY5Y
1628_1189_B8_1,1,U-2 OS
1628_1189_B8_2,1,U-2 OS
19849_263_B2_2,25 7 21,A-431
19849_263_B2_1,25 7 21,A-431
19849_264_B2_1,25 7 21,U-2 OS
19849_264_B2_2,25 7 21,U-2 OS
19849_277_B2_1,25 7 21,U-251 MG
19849_277_B2_2,25 7 21,U-251 MG
55466_878_G5_1,25,A549
55466_878_G5_2,25,A549
55466_1027_F3_9,25,CACO-2
55466_1027_F3_10,25,CACO-2
55466_873_G5_1,25,U-2 OS
55466_873_G5_4,25,U-2 OS
55466_909_D4_1,25,NIH 3T3
55466_909_D4_2,25,NIH 3T3
37704_441_E5_1,25 5,A-431
37704_441_E5_2,25 5,A-431
37704_432_E5_1,25 5,U-2 OS
37704_432_E5_2,25 5,U-2 OS
37704_430_E5_1,25 5,U-251 MG
37704_430_E5_2,25 5,U-251 MG
51823_1363_E3_1,0,MCF7
51823_1363_E3_2,0,MCF7
51823_1652_A1_1,0,SH-SY5Y
51823_1652_A1_2,0,SH-SY5Y
51823_1353_E3_1,0,U-2 OS
51823_1353_E3_2,0,U-2 OS
71317_1440_F4_1,21,PC-3
71317_1440_F4_5,21,PC-3
71317_1402_B6_1,21,RH-30
71317_1402_B6_3,21,RH-30
71317_1397_B6_2,21,U-2 OS
71317_1397_B6_3,21,U-2 OS
28961_1501_A4_1,25,A549
28961_1501_A4_2,25,A549
28961_1537_B3_2,25,Hep G2
28961_1537_B3_4,25,Hep G2
28961_1522_A4_2,25,U-2 OS
28961_1522_A4_4,25,U-2 OS
38082_437_D4_1,25 23 0,A-431
38082_437_D4_2,25 23 0,A-431
38082_443_D4_1,25 23 0,U-2 OS
38082_443_D4_2,25 23 0,U-2 OS
38082_431_D4_2,25 23 0,U-251 MG
38082_431_D4_3,25 23 0,U-251 MG
38083_591_G4_1,25 23 0,A-431
38083_591_G4_2,25 23 0,A-431
38083_581_G4_1,25 23 0,U-2 OS
38083_581_G4_2,25 23 0,U-2 OS
38083_579_G4_1,25 23 0,U-251 MG
38083_579_G4_2,25 23 0,U-251 MG
46513_753_D10_1,2,Hep G2
46513_753_D10_2,2,Hep G2
46513_739_D10_1,2,U-2 OS
46513_739_D10_2,2,U-2 OS
46513_752_D10_3,2,U-251 MG
46513_752_D10_4,2,U-251 MG
74034_1708_D11_3_cr57ee6a25191c3,23 21,U-2 OS
74034_1708_D11_8_cr57ee6a2d5cd36,23 21,U-2 OS
68414_1547_H9_2,25 0,A-431
68414_1547_H9_3,25 0,A-431
68414_1343_F4_1,25 0,HaCaT
68414_1343_F4_2,25 0,HaCaT
68414_1347_F4_2,25 0,U-2 OS
68414_1347_F4_3,25 0,U-2 OS
35911_423_E12_1,25,A-431
35911_423_E12_2,25,A-431
35911_422_E12_1,25,U-2 OS
35911_422_E12_2,25,U-2 OS
35911_426_E12_1,25,U-251 MG
35911_426_E12_2,25,U-251 MG
25959_259_E4_1,0,A-431
25959_259_E4_2,0,A-431
25959_260_E4_1,0,U-2 OS
25959_260_E4_2,0,U-2 OS
25959_258_E4_1,0,U-251 MG
25959_258_E4_2,0,U-251 MG
55789_898_D9_1,0,A-431
55789_898_D9_2,0,A-431
55789_894_D9_1,0,U-2 OS
55789_894_D9_2,0,U-2 OS
55789_907_D9_1,0,U-251 MG
55789_907_D9_2,0,U-251 MG
55789_926_F9_1,0,NIH 3T3
55789_926_F9_2,0,NIH 3T3
55031_1182_D5_2,5,HEK 293
55031_1182_D5_5,5,HEK 293
55031_912_F1_1,5,U-2 OS
55031_912_F1_3,5,U-2 OS
55031_911_F1_1,5,U-251 MG
55031_911_F1_2,5,U-251 MG
24174_213_D2_1,25 0,A-431
24174_213_D2_2,25 0,A-431
24174_214_D2_3,25 0,U-2 OS
24174_212_D2_1,25 0,U-251 MG
24174_212_D2_2,25 0,U-251 MG
46119_1028_H10_1,22 21,CACO-2
46119_1028_H10_3,22 21,CACO-2
46119_1339_E7_1,22 21,SiHa
46119_1339_E7_2,22 21,SiHa
46119_802_H10_1,22 21,U-2 OS
46119_802_H10_2,22 21,U-2 OS
46119_681_D11_1,22 21,NIH 3T3
46119_681_D11_2,22 21,NIH 3T3
63535_1254_B1_2,22 21,CACO-2
63535_1254_B1_4,22 21,CACO-2
63535_1164_G10_2,22 21,SiHa
63535_1164_G10_3,22 21,SiHa
63535_1174_G10_2,22 21,U-2 OS
63535_1174_G10_3,22 21,U-2 OS
2912_1226_H9_1,0,MCF7
2912_1226_H9_2,0,MCF7
2912_1168_G4_1,0,SiHa
2912_1168_G4_2,0,SiHa
2912_1257_G4_2,0,U-2 OS
2912_1257_G4_3,0,U-2 OS
7201_1595_H11_2,19 25 0,AF22
7201_1595_H11_3,19 25 0,AF22
10462_1035_A8_1,25 7 0,HEK 293
10462_1035_A8_2,25 7 0,HEK 293
10462_1001_H9_1,25 7 0,U-2 OS
10462_1001_H9_3,25 7 0,U-2 OS
10462_992_H9_1,25 7 0,U-251 MG
10462_992_H9_2,25 7 0,U-251 MG
38845_471_D2_1,25,A-431
38845_471_D2_2,25,A-431
38845_412_D2_1,25,U-2 OS
38845_412_D2_2,25,U-2 OS
38845_419_D2_3,25,U-251 MG
38845_419_D2_4,25,U-251 MG
4896_1685_D1_1,22 21,A-431
4896_1685_D1_2,22 21,A-431
25122_672_G5_3,22 21,A-431
25122_672_G5_4,22 21,A-431
25122_663_G5_1,22 21,U-2 OS
25122_663_G5_2,22 21,U-2 OS
25122_646_G5_1,22 21,U-251 MG
25122_646_G5_2,22 21,U-251 MG
28613_572_G9_1,25 0,A-431
28613_564_G9_1,25 0,U-2 OS
28613_564_G9_2,25 0,U-2 OS
28613_587_G9_2,25 0,U-251 MG
28613_587_G9_3,25 0,U-251 MG
31103_602_E5_1,14,A-431
31103_602_E5_2,14,A-431
31103_583_E5_1,14,U-2 OS
31103_583_E5_2,14,U-2 OS
31103_598_E5_1,14,U-251 MG
31103_598_E5_2,14,U-251 MG
62230_1547_E6_1,25 2,A-431
62230_1547_E6_2,25 2,A-431
62230_1364_A3_1,25 2,SK-MEL-30
62230_1364_A3_3,25 2,SK-MEL-30
62230_1300_A6_3,25 2,U-2 OS
62230_1300_A6_4,25 2,U-2 OS
75956_1639_C4_1,6,HEK 293
75956_1639_C4_2,6,HEK 293
75956_1609_H1_1,6,RH-30
75956_1609_H1_2,6,RH-30
37376_436_F3_1,19 25 11,A-431
37376_436_F3_3,19 25 11,A-431
37376_442_F3_1,19 25 11,U-2 OS
37376_442_F3_3,19 25 11,U-2 OS
37376_521_F3_2,19 25 11,U-251 MG
37376_521_F3_3,19 25 11,U-251 MG
37565_436_A4_1,19 25 11,A-431
37565_436_A4_4,19 25 11,A-431
37565_442_A4_1,19 25 11,U-2 OS
37565_442_A4_2,19 25 11,U-2 OS
37565_521_A4_1,19 25 11,U-251 MG
37565_521_A4_2,19 25 11,U-251 MG
72678_1466_E8_1,26 5 0,HEK 293
72678_1466_E8_3,26 5 0,HEK 293
72678_1523_A10_7,26 5 0,HeLa
72678_1523_A10_9,26 5 0,HeLa
72678_1521_E8_1,26 5 0,U-2 OS
72678_1521_E8_2,26 5 0,U-2 OS
17437_173_C1_1,25 0,A-431
17437_173_C1_2,25 0,A-431
17437_168_C1_1,25 0,U-2 OS
17437_168_C1_2,25 0,U-2 OS
17437_140_C1_1,25 0,U-251 MG
17437_140_C1_2,25 0,U-251 MG
23421_237_B8_1,12 25,A-431
23421_237_B8_2,12 25,A-431
23421_268_B8_1,12 25,U-2 OS
23421_268_B8_2,12 25,U-2 OS
23421_236_B8_1,12 25,U-251 MG
23421_236_B8_2,12 25,U-251 MG
37506_441_F2_1,0,A-431
37506_441_F2_2,0,A-431
37506_432_F2_1,0,U-2 OS
37506_432_F2_2,0,U-2 OS
37506_430_F2_1,0,U-251 MG
37506_430_F2_2,0,U-251 MG
40180_539_A11_1,0,A-431
40180_539_A11_2,0,A-431
40180_534_A11_2,0,U-2 OS
40180_534_A11_3,0,U-2 OS
40180_552_A11_1,0,U-251 MG
40180_552_A11_2,0,U-251 MG
35925_471_B4_3,12 13,A-431
35925_471_B4_4,12 13,A-431
35925_412_B4_1,12 13,U-2 OS
35925_412_B4_4,12 13,U-2 OS
35925_419_B4_6,12 13,U-251 MG
35925_419_B4_8,12 13,U-251 MG
19661_222_G2_1,1,A-431
19661_222_G2_2,1,A-431
19661_1772_B6_4,1,U-2 OS
19661_1772_B6_7,1,U-2 OS
19661_221_G2_1,1,U-251 MG
19661_221_G2_2,1,U-251 MG
19663_394_C4_2,1,A-431
19663_394_C4_3,1,A-431
19663_395_C4_1,1,U-2 OS
19663_395_C4_2,1,U-2 OS
19663_399_C4_1,1,U-251 MG
19663_399_C4_2,1,U-251 MG
24336_342_F9_1,1,A-431
24336_342_F9_2,1,A-431
24336_1773_H11_1,1,U-2 OS
24336_1773_H11_2,1,U-2 OS
24336_301_F9_1,1,U-251 MG
24336_301_F9_2,1,U-251 MG
35090_374_G2_1,4 21,A-431
35090_374_G2_2,4 21,A-431
35090_371_G2_2,4 21,U-2 OS
35090_371_G2_3,4 21,U-2 OS
35090_372_G2_1,4 21,U-251 MG
35090_372_G2_2,4 21,U-251 MG
28053_918_B3_2,14,A-431
28053_918_B3_4,14,A-431
28053_957_G6_3,14,MCF7
28053_957_G6_4,14,MCF7
28053_966_G6_1,14,U-2 OS
28053_966_G6_2,14,U-2 OS
29615_511_B1_1,14,A-431
29615_511_B1_2,14,A-431
29615_497_B1_1,14,U-2 OS
29615_497_B1_2,14,U-2 OS
29615_507_B1_1,14,U-251 MG
29615_507_B1_2,14,U-251 MG
19036_178_G4_2,23 0,A-431
19036_178_G4_1,23 0,A-431
19036_247_G4_1,23 0,U-2 OS
19036_247_G4_2,23 0,U-2 OS
19036_177_G4_1,23 0,U-251 MG
19036_177_G4_2,23 0,U-251 MG
36276_434_B10_1,0 21,A-431
36276_434_B10_2,0 21,A-431
36276_453_B10_1,0 21,U-2 OS
36276_453_B10_2,0 21,U-2 OS
36276_450_B10_1,0 21,U-251 MG
36276_450_B10_2,0 21,U-251 MG
37871_437_C1_3,5,A-431
37871_437_C1_4,5,A-431
37871_443_C1_3,5,U-2 OS
37871_443_C1_4,5,U-2 OS
37871_431_C1_1,5,U-251 MG
37871_431_C1_2,5,U-251 MG
39814_456_G6_1,12 25,A-431
39814_456_G6_2,12 25,A-431
39814_451_G6_1,12 25,U-2 OS
39814_451_G6_2,12 25,U-2 OS
39814_454_G6_1,12 25,U-251 MG
39814_454_G6_2,12 25,U-251 MG
38149_423_C6_1,25 14 21,A-431
38149_423_C6_2,25 14 21,A-431
38149_422_C6_1,25 14 21,U-2 OS
38149_422_C6_2,25 14 21,U-2 OS
38149_426_C6_1,25 14 21,U-251 MG
38149_426_C6_2,25 14 21,U-251 MG
38150_563_H7_1,25 14 21,A-431
38150_563_H7_2,25 14 21,A-431
38150_566_H7_2,25 14 21,U-2 OS
38150_566_H7_4,25 14 21,U-2 OS
38150_569_H7_1,25 14 21,U-251 MG
38150_569_H7_3,25 14 21,U-251 MG
24018_342_G12_1,25 7,A-431
24018_342_G12_2,25 7,A-431
24018_303_G12_1,25 7,U-2 OS
24018_303_G12_2,25 7,U-2 OS
24018_301_G12_1,25 7,U-251 MG
24018_301_G12_2,25 7,U-251 MG
6778_8_E3_1,5 0,A-431
6778_8_E3_2,5 0,A-431
6778_7_E3_1,5 0,U-2 OS
6778_7_E3_2,5 0,U-2 OS
6778_9_E3_1,5 0,U-251 MG
6778_9_E3_2,5 0,U-251 MG
28926_334_D9_1,0,A-431
28926_334_D9_2,0,A-431
28926_332_D9_1,0,U-2 OS
28926_332_D9_4,0,U-2 OS
28926_329_D9_1,0,U-251 MG
28926_329_D9_2,0,U-251 MG
30447_1207_H2_1,0,MCF7
30447_1207_H2_2,0,MCF7
30447_303_A8_1,0,U-2 OS
30447_303_A8_2,0,U-2 OS
36506_406_A6_1,2,A-431
36506_406_A6_3,2,A-431
36506_403_A6_1,2,U-2 OS
36506_403_A6_2,2,U-2 OS
36506_408_A6_1,2,U-251 MG
36506_408_A6_2,2,U-251 MG
58147_1148_E1_1,2,MCF7
58147_1148_E1_2,2,MCF7
58147_1192_A4_1,2,PC-3
58147_1192_A4_2,2,PC-3
58147_1106_E1_2,2,U-2 OS
58147_1106_E1_3,2,U-2 OS
6854_617_E8_1,25 0,A-431
6854_617_E8_2,25 0,A-431
6854_610_E8_1,25 0,U-251 MG
6854_610_E8_2,25 0,U-251 MG
28812_274_E7_1,25 0,A-431
28812_274_E7_2,25 0,A-431
28812_275_E7_2,25 0,U-2 OS
28812_275_E7_1,25 0,U-2 OS
28812_273_E7_2,25 0,U-251 MG
28812_273_E7_1,25 0,U-251 MG
23090_181_A7_1,25 2,A-431
23090_181_A7_2,25 2,A-431
23090_182_A7_1,25 2,U-2 OS
23090_182_A7_2,25 2,U-2 OS
23090_180_A7_1,25 2,U-251 MG
23090_180_A7_2,25 2,U-251 MG
52194_816_D11_3,25 2,A-431
52194_816_D11_5,25 2,A-431
52194_777_D11_4,25 2,U-2 OS
52194_777_D11_6,25 2,U-2 OS
52194_790_D11_5,25 2,U-251 MG
52194_790_D11_7,25 2,U-251 MG
52194_925_A4_1,25 2,NIH 3T3
52194_925_A4_2,25 2,NIH 3T3
29133_296_E6_1,12 23,A-431
29133_296_E6_2,12 23,A-431
29133_297_E6_1,12 23,U-2 OS
29133_297_E6_2,12 23,U-2 OS
29133_295_E6_1,12 23,U-251 MG
29133_295_E6_2,12 23,U-251 MG
29134_297_E11_2,12 23,U-2 OS
29134_297_E11_1,12 23,U-2 OS
29134_295_E11_1,12 23,U-251 MG
29134_295_E11_2,12 23,U-251 MG
5561_175_G2_1,21,A-431
5561_175_G2_2,21,A-431
5561_176_G2_1,21,U-2 OS
5561_176_G2_2,21,U-2 OS
5561_174_G2_1,21,U-251 MG
5561_174_G2_2,21,U-251 MG
46129_866_F7_1,0,HEK 293
46129_866_F7_2,0,HEK 293
46129_723_F7_1,0,MCF7
46129_723_F7_2,0,MCF7
46129_711_F7_1,0,U-2 OS
46129_711_F7_2,0,U-2 OS
